Time_s,Tx_Position_x,Tx_Position_y,Tx_Position_z,Rx_Position_x,Rx_Position_y,Rx_Position_z,Distance_m,LOS_NLOS_Flag,Angle_of_Arrival_deg,Angle_of_Departure_deg,Shadowing_dB,Blockage_Events,Humidity,Temperature,Received_Power_dBm
0.0,37.454011884736246,18.513292883861965,3.355351153623154,67.2702994208898,57.19958782835928,4.542719682496979,48.85744838808699,0,-107.5769163760034,15.436127649889869,-5.26631369193213,0,32.392900874193444,17.541125307153486,-99.22091465890942
1.001001001001001,95.07143064099162,54.190094737835814,3.2228091916479986,79.66813971913723,80.54323292999864,5.260920934375193,30.592534436923582,0,-151.1771750895724,119.8416941594026,-2.085448074230617,0,64.38005371911916,17.07747580557621,-92.07713742539421
2.002002002002002,73.1993941811405,87.29458358764083,9.15629122468933,25.046789879249896,76.01609297901591,8.690926538819623,49.45800456704808,0,-9.196855255971627,-134.96799245889474,1.4194363598033608,0,45.49069733732239,29.202900751930066,-92.63916507486408
3.0030030030030033,59.86584841970366,73.22248864095612,3.245915798645555,62.48740996069989,15.389990469377368,4.060039474539029,57.897609856008216,0,-176.41107549557333,-133.27813233985995,-2.1087343141187023,0,79.66557444834305,19.176740409039677,-97.5106877319631
4.004004004004004,15.601864044243651,80.65611478614497,3.447547535157679,57.17459831437487,14.92494697414739,8.826847163309541,77.96034582474198,0,-149.48418440652006,20.45460970019073,-0.7134211122778191,0,72.95868620404714,21.135455027056647,-98.66160194741627
5.005005005005005,15.599452033620265,65.87833667107174,7.8345843617616735,83.28303767882711,26.817436774491334,1.7932098787902233,78.3793331954682,0,110.74531304267106,160.6963152090135,1.3992938622369508,0,62.735921486451204,24.504549340034806,-96.5948550660353
6.0060060060060065,5.8083612168199465,69.22765645178525,5.04765858205486,90.60870604812605,36.10747263410372,7.991185934877676,91.08627455825743,1,97.73040414945831,-30.600806986528482,1.5620684892680061,0,45.494155585466125,23.987026334590922,-97.72182958093984
7.007007007007008,86.61761457749351,84.91956515653193,7.990395012596631,1.2156771477386807,40.84555814084826,8.627928697492628,96.10627170155792,1,149.4499753457626,-62.300843908309815,-3.238598556498117,0,34.69522821714391,29.171582501299984,-102.9835441592758
8.008008008008009,60.11150117432088,24.966800885918595,1.588295418079467,67.40199190587927,67.96972168333453,2.6363588755360485,43.629128907492785,0,127.62555692786981,38.40815635123889,2.9911780693609242,0,74.33063048739359,27.468635868867217,-90.00119013379019
9.00900900900901,70.80725777960456,48.942496364314046,5.388140743060458,5.1835799119729025,5.66804321658354,4.873118791349804,78.6092274464045,0,65.94320276633451,154.96149619621121,3.3820502680664557,0,54.04863692937606,27.887923245637314,-94.63721792005313
10.01001001001001,2.0584494295802447,22.120944181960223,1.3025224016495436,54.88586650773559,3.4672704226066386,2.4894979719729005,56.036634899629014,0,-161.16017137176138,121.29401982406455,-3.3895495716556794,0,35.73250267241502,29.281086613109146,-98.51262746546273
11.011011011011012,96.99098521619943,98.7668007996647,1.5638788310981906,28.76327290436782,39.191056294390904,7.35943716094796,90.76275974769834,0,101.82550247519669,178.37409986395915,-2.471510608923462,0,33.662223052800435,20.852254548469308,-101.72483993720915
12.012012012012013,83.24426408004217,94.40593396866133,9.157937080099698,30.67765995221412,69.71636921379805,5.818129912554911,58.17195878799991,1,124.38389190260176,-171.87531004714424,3.573272049438575,0,31.578063315095132,21.446666236009474,-91.86904687260295
13.013013013013014,21.233911067827616,3.94268113685059,2.2532083400583565,35.29585034523566,19.343534295648258,6.717910120374889,21.32739965976914,1,107.66957247790361,-139.3710679034056,-0.44056056376590264,0,74.40128373439165,23.759954957911084,-87.4173234898852
14.014014014014016,18.182496720710063,70.55751725156884,5.791786140476954,62.12924490496101,64.15044812562518,2.7683827026059005,44.51413459905421,0,3.0524527108893835,39.408394811983925,-6.659333842355553,1,36.029102971021814,21.149243460670522,-99.82225963268209
15.015015015015017,18.34045098534338,92.52483174156659,4.699860423406359,33.40499656687692,25.982813794029948,2.9057127584717755,68.24953957318671,1,-96.1553380861866,115.40751816018587,-4.199044514198059,0,56.86495844676382,34.69875737941727,-101.00738231831723
16.016016016016017,30.42422429595377,18.057534512733355,4.126089936329584,73.26990505902803,88.60861088135164,1.3734759295891572,82.58803557835714,1,124.31879124794159,-77.31203676956405,-0.7481088755174436,0,51.60824526811395,31.281038528428592,-99.19099125344776
17.017017017017018,52.475643163223786,56.79452305526295,9.098500111185452,40.45273855738697,89.56899442666165,3.8986078167615674,35.295255895223285,0,81.77861150644986,-93.88400830768124,-3.4891279508538053,0,60.572762945979875,18.29309376512059,-94.68612520464916
18.01801801801802,43.194501864211574,91.54882975880419,1.1964105709794055,6.835320030995861,29.72872042813265,6.037701952003075,71.88291955306907,0,173.0740227799866,103.31128777723234,-1.240271311909324,0,81.40084302598359,15.11188311763739,-98.49278653862622
19.01901901901902,29.122914019804192,3.394597858579884,6.9741071755803015,78.37598424841073,22.99937539632405,8.721414225975959,53.040223521181055,0,-123.95066480786414,-159.70253261283662,0.09718864105073619,0,80.74231730572114,15.855665364945358,-94.55715409260151
20.02002002002002,61.18528947223795,69.742026724684,9.670549907921954,28.5758324592706,41.13039720662313,7.002347027128127,43.46402347887749,0,-98.76075010126019,-47.022246870269356,4.386763812104187,0,51.57532502774018,19.881269020858504,-88.57341136307858
21.021021021021024,13.949386065204184,29.734900737255078,6.041513651156578,43.276687959926264,24.05315851801487,4.918566910597763,29.893709044750494,1,-103.75266604265903,2.091320133238696,-0.8713617486833671,1,21.07563755143063,17.28582571673713,-90.66876279005614
22.022022022022025,29.214464853521815,92.43961953765304,9.431402158297827,68.54438832219016,67.23838432917036,9.57808102954724,46.71152588789888,0,105.31431634368124,21.725522766116427,3.2176253987182766,0,49.85106640000122,25.66676229785144,-90.35484072499746
23.023023023023026,36.63618432936917,97.10582451653677,1.470320913574214,33.2456157148712,82.60646845482856,7.473206805182487,16.05496561072253,1,-112.71337327795746,82.30145644539965,4.286280486110312,0,62.433547619689826,32.159904454547174,-80.35073647472869
24.024024024024026,45.606998421703594,94.42664891134339,4.769139871667452,5.658565614671563,67.3092130911217,9.37148682576295,48.50169282290741,0,-156.0024612636098,-52.25553956496303,4.302929008056228,0,59.043533136864326,29.73500441826455,-89.58947200943403
25.025025025025027,78.51759613930136,47.42142166574638,3.3414201186584602,37.39210470128136,82.43504472493495,5.748291759449491,54.06526497525784,1,179.4818903708263,40.5663640828586,0.8542637801567048,0,65.59352740601439,19.312181261643808,-93.96329088782788
26.026026026026027,19.967378215835975,86.20426509893134,7.577388684826568,94.44485826943034,39.69921622074742,3.3301384731382564,87.90707446307441,0,-171.0658038797463,30.73515220474428,-5.8898674435169225,0,30.78530127311584,22.985985120515718,-104.868593839082
27.027027027027028,51.42344384136116,84.45493985350704,9.83167381447522,64.17343972985582,15.631697070886085,1.4754401772824979,70.49133126045761,0,120.68786165719166,17.14179623534895,1.3824745962115959,0,65.25745691465127,25.157884190625552,-95.70259308904353
28.028028028028032,59.24145688620425,31.910047324325564,3.30877056199823,67.1479148667207,73.79509473975922,7.534763663354655,42.83372844480749,1,-48.467937041765,50.5739855311964,3.145199663440623,0,32.78561331206406,31.20411699006671,-89.69096859250354
29.029029029029033,4.645041271999773,82.89154741506773,6.88757141326667,63.22821536376399,36.047450514155386,2.0917269820498072,75.16221008549745,1,122.98156551281352,-86.59829841549254,-0.2432013163062514,1,72.53667864877244,31.782432062123295,-97.87799207583296
30.030030030030034,60.75448519014384,3.700763471549262,2.7828786948376614,19.899213895943678,67.12708252291326,3.7249761544477047,75.45156518291398,1,19.66337683601219,-149.52644870953355,5.233751610225745,0,43.736132928387605,33.194366238155524,-92.43397601164605
31.031031031031034,17.052412368729154,59.6269878482053,6.087972291144489,41.833386410228016,27.064394198176565,5.792238170955077,40.92073604338241,0,144.58724261508962,-137.06219806569237,2.5795006844023733,0,69.69268033670176,25.184905010057506,-89.86907730311347
32.032032032032035,6.505159298527952,23.000883728770305,5.175392380195026,75.09397983633183,8.122963480667266,6.0797492900177295,70.18971915527462,1,153.42947510926558,-99.15034224459562,1.7048201314583529,1,23.350591923427494,28.885494928717257,-95.34352546135807
33.033033033033036,94.88855372533332,12.056688577727881,9.748047966683833,10.137289755315916,99.25817954877634,6.4052487728842245,121.6472403243883,1,-176.72465473892063,0.07125678820267467,3.2591421336175137,0,48.55020179136393,17.236007424678743,-98.51401347893075
34.034034034034036,96.56320330745594,7.695320162920916,6.476745454268199,27.785277608971228,15.620150793059928,2.4962979731473056,69.34731405074486,1,-152.8516166425962,122.55939019656722,1.0001095537826343,1,69.35241655843329,26.30577919907964,-95.94484084973244
35.03503503503504,80.83973481164611,69.62887758781397,4.145557348781369,27.631910846585363,98.8420993963481,4.417636643394839,60.70056743288373,1,-89.87085735449203,72.46560315181827,-7.47843149818606,1,35.88093614320459,19.973836189422702,-103.2842146595112
36.03603603603604,30.46137691733707,33.98749637680661,2.0268620639914,43.2018927594506,97.72799325664472,6.5547480440527,65.15883238564234,1,60.953549890860614,104.05461751273697,-1.4974168544110968,1,75.67009313580559,23.63433770053222,-97.90917349239062
37.03703703703704,9.767211400638388,72.47667715287615,2.361221458614411,98.0368740942185,79.38181039080396,9.728369781704062,88.84530990145933,1,139.7779907441422,-53.6487753866071,3.591504081743561,0,64.15458131734525,27.68101016613439,-95.47840413879135
38.03803803803804,68.42330265121569,6.535634079894237,3.0278523695611157,6.750254668382194,65.94229620819976,7.548680239297198,85.75053490997776,1,-14.420897534173406,-34.32465300652194,-2.422774020294888,0,61.129324050485884,20.13971875707562,-101.18821724753246
39.03903903903904,44.01524937396013,31.529033783061035,3.258699952062682,51.870099438059505,57.78070502510847,9.30343381384562,28.060429789826944,1,38.51032185873555,-38.274521043379394,-0.6704175157108174,0,44.7484197943036,16.04370115593522,-89.93645817604512
40.04004004004004,12.203823484477883,53.949129237533725,8.65554452057024,17.936468201221047,86.61015453778347,7.859908524827594,33.16984814179406,1,-112.14005299359799,-110.92565361437946,-3.1345089417092136,1,53.77160292667823,15.20467712817515,-93.80736991579543
41.04104104104105,49.51769101112702,79.07231648389636,6.051005094542724,97.06765454097442,28.943952161948793,6.325452720031604,69.09361231534258,0,109.78806019740671,-157.96200306831406,5.351767785605307,0,61.81445106844972,15.44319071089043,-91.56180105800759
42.04204204204205,3.4388521115218396,31.875250293206992,5.710518202369298,11.33035047274642,46.7681212484877,2.728210322227101,17.11629375676324,0,168.23812008724911,32.72979341780166,5.044477372254047,0,53.07234797404233,15.166994750275393,-80.11690971131492
43.04304304304305,90.9320402078782,62.58913764370091,2.0329198468229572,40.36010023615913,61.93899693665019,7.000170867032617,50.8194586565018,1,-83.30438415074491,176.11800603141097,-2.651606685422188,0,68.88193267583921,17.207101131157508,-96.94146411981464
44.04404404404405,25.87799816000169,88.5977748236187,8.741257240144915,73.78849848346061,41.11904758694911,6.610416093639164,67.4847098626783,0,-1.862657423803313,-119.94130621790538,0.44189400116725197,0,50.35878531748717,19.789774291402598,-96.26997840284382
45.04504504504505,66.2522284353982,61.58631881823046,7.5053287288763535,70.45544280274453,42.7486454090268,6.422222534115398,19.33127180293151,0,-148.99820021770543,-163.19346483626146,-2.041482143292143,0,34.159122721942126,19.424430283645982,-88.20477307042518
